"","x"
"163","DLG2"
"164","MTRNR2L8"
"165","WDR66"
"166","LRFN5"
"167","SALL1"
"168","SPATA22"
"169","HAP1"
"170","LOC100287225"
"171","MAST1"
"172","CBLN4"
"173","ST8SIA4"
"174","ECEL1"
"175","CCSER1"
"176","IGSF10"
"177","ENKUR"
"178","AK5"
"179","FHOD3"
"180","SMIM18"
"181","MTRNR2L10"
"182","XYLT1"
"183","PRG4"
"184","CCDC173"
"185","FAM177B"
"186","HHEX"
"187","STXBP5L"
"188","PCED1B"
"189","PDE11A"
"190","EYS"
"191","DLGAP1-AS1"
"192","LOC101927668"
"193","CNGA3"
"194","LRP5"
"195","AMIGO2"
"196","MIPEPP3"
"197","MCTP2"
"198","OR7E47P"
"199","KCNJ2"
"200","PRDM16"
"201","CSMD2"
"202","NOTCH2"
"203","MEGF6"
"204","PALMD"
"205","VCAM1"
"206","IGSF3"
"207","VTCN1"
"208","NOTCH2NL"
"209","PLEKHN1"
"210","ISG15"
"211","AGRN"
"212","LINC00982"
"213","CNKSR1"
"214","SNHG12"
"215","SERINC2"
"216","TINAGL1"
"217","RHBDL2"
"218","CITED4"
"219","LOC339539"
"220","CYP4X1"
"221","UBE2U"
"222","GBP3"
"223","GBP2"
"224","EPS8L3"
"225","CSF1"
"226","TXNIP"
"227","ANXA9"
"228","S100A6"
"229","S100A14"
"230","APCS"
"231","CRP"
"232","LINC01133"
"233","IER5"
"234","LAMC2"
"235","NCF2"
"236","C1orf106"
"237","LAD1"
"238","ADORA1"
"239","C1orf186"
"240","CTSE"
"241","PIGR"
"242","C4BPA"
"243","LAMB3"
"244","TGFB2"
"245","TMEM63A"
"246","KYNU"
"247","MLK7-AS1"
"248","LRRC8C"
"249","PPAP2B"
"250","IFI16"
"251","C1orf54"
"252","NRP2"
"253","CFLAR-AS1"
"254","PASK"
"255","RARB"
"256","ARHGAP31"
"257","SLCO2A1"
"258","TM4SF18"
"259","FAM198B"
"260","ERAP2"
"261","ARHGAP18"
"262","SERPINB9"
"263","MICB"
"264","NOTCH4"
"265","PRDM1"
"266","FSCN1"
"267","RAPGEF5"
"268","PODXL"
"269","ANGPT2"
"270","STC1"
"271","NFIB"
"272","ENG"
"273","ITM2A"
"274","PTPRE"
"275","FZD4"
"276","CARD16"
"277","MCAM"
"278","ESAM"
"279","PTPRR"
"280","ACVRL1"
"281","LPAR6"
"282","TMEM255B"
"283","THBS1"
"284","DLL4"
"285","SMAD6"
"286","FES"
"287","SLC9A3R2"
"288","KANK3"
"289","INSR"
"290","JAK3"
"291","CD320"
"292","PLVAP"
"293","RASIP1"
"294","THBD"
"295","ADARB1"
"296","KCTD15"
"297","SSBP3-AS1"
"298","PTGFR"
"299","REG4"
"300","CNTNAP5"
"301","SCN2A"
"302","CACNA2D3"
"303","AGTR1"
"304","LOC100128164"
"305","BANK1"
"306","NPFFR2"
"307","PCDH10"
"308","LINC00616"
"309","TDRD6"
"310","CHN2"
"311","ABCB4"
"312","FOXP2"
"313","ETV1"
"314","PEG10"
"315","MDFIC"
"316","CALB1"
"317","CDH17"
"318","AQP3"
"319","GPR173"
"320","GFRA1"
"321","GRAMD1B"
"322","FLRT1"
"323","MIR4697HG"
"324","PIK3C2G"
"325","LRRK2"
"326","ASIC1"
"327","LMO3"
"328","SERTM1"
"329","LECT1"
"330","SLITRK6"
"331","GPC5-AS1"
"332","FAM155A-IT1"
"333","ACTC1"
"334","SHISA6"
"335","PPY2"
"336","SLC6A4"
"337","EVI2A"
"338","PPY"
"339","LOC553103"
"340","ADAMTSL2"
"341","CHRM3"
"342","GPLD1"
"343","ENTPD2"
"344","CPVL"
"345","DKFZp686K1684"
"346","LIN9"
"347","BMP8A"
"348","RGS5"
"349","DDR2"
"350","NID1"
"351","MXRA8"
"352","HEYL"
"353","SYPL2"
"354","ECM1"
"355","CTSK"
"356","CRABP2"
"357","CHI3L1"
"358","FMOD"
"359","LTBP1"
"360","ATP6V1C2"
"361","ANTXR1"
"362","COL5A2"
"363","FN1"
"364","COL6A3"
"365","EMILIN1"
"366","RND3"
"367","TNFAIP6"
"368","CYBRD1"
"369","COL3A1"
"370","MYLK"
"371","WNT5A"
"372","ACKR4"
"373","RARRES1"
"374","CLDN11"
"375","SPON2"
"376","SLIT2"
"377","SFRP2"
"378","VCAN"
"379","NREP"
"380","EBF1"
"381","F2R"
"382","BASP1"
"383","GPX8"
"384","SMIM3"
"385","SPARC"
"386","GFPT2"
"387","RUNX2"
"388","AKAP12"
"389","NT5E"
"390","THBS2"
"391","STEAP1"
"392","GPNMB"
