"","x"
"266","SHANK3"
"267","PDGFB"
"268","FSCN1"
"269","SNAI1"
"270","UPP1"
"271","RASGRP3"
"272","FAM198B"
"273","ADAMTS4"
"274","PTPRG"
"275","A2M"
"276","KCTD15"
"277","BDKRB2"
"278","JAG2"
"279","DOCK4"
"280","HECW2"
"281","ADARB1"
"282","LIFR"
"283","PROSER2"
"284","PPAP2B"
"285","RAPGEF4"
"286","FRMD4A"
"287","EMP1"
"288","GNG11"
"289","PLEKHO1"
"290","FHOD1"
"291","ARHGEF10"
"292","ST8SIA4"
"293","ITPKB"
"294","GBP4"
"295","SERTM1"
"296","SLITRK6"
"297","CHN2"
"298","THSD7A"
"299","PTGFR"
"300","ENTPD2"
"301","GPC5-AS1"
"302","CHRM3"
"303","CARD11"
"304","ETV1"
"305","TMEM47"
"306","SLC6A4"
"307","KCNG1"
"308","APOBEC2"
"309","SEMA3E"
"310","LMO3"
"311","AHRR"
"312","SPOCK1"
"313","ABCB1"
"314","PXK"
"315","EGR3"
"316","AGTR1"
"317","KCNJ8"
"318","HIGD1A"
"319","BCYRN1"
"320","FAM69B"
"321","MEIS1"
"322","FGD4"
"323","PPY"
"324","KIAA0319"
"325","ACSL6"
"326","ZNF503"
"327","MDFIC"
"328","CHD5"
"329","GLT8D2"
"330","PIANP"
"331","ABCC9"
"332","IL17RB"
"333","EEF1B2"
"334","SLC3A2"
"335","AK4"
"336","LRP5"
"337","NHSL1"
"338","MLLT3"
"339","CXXC4"
"340","BGN"
"341","CDH11"
"342","COL12A1"
"343","COL5A3"
"344","COL6A2"
"345","COL6A3"
"346","CRLF1"
"347","CYGB"
"348","EDNRA"
"349","GFPT2"
"350","LAMA2"
"351","LOXL2"
"352","LTBP2"
"353","LUM"
"354","MRC2"
"355","NID1"
"356","PDGFRB"
"357","PRRX1"
"358","SFRP2"
"359","SNAI2"
"360","THBS2"
"361","TNFAIP6"
"362","WNT5A"
"363","FBN1"
"364","FMOD"
"365","VCAN"
"366","COL5A2"
"367","NOTCH3"
"368","COL5A1"
"369","DCN"
"370","TPM2"
"371","CCDC80"
"372","AEBP1"
"373","CTHRC1"
"374","LAMA4"
"375","COL15A1"
"376","DKK3"
"377","BASP1"
"378","BMP8A"
"379","LHFP"
"380","ANTXR1"
"381","IGFBP4"
"382","HTRA3"
"383","SRPX2"
"384","SPINT2"
"385","PLAT"
"386","S1PR3"
"387","EPCAM"
"388","CRISPLD2"
"389","TBX3"
