"","x"
"177","MMP10"
"178","PCSK1"
"179","ANGPT2"
"180","CTSB"
"181","PTGES"
"182","PPAP2B"
"183","PNLIPRP1"
"184","HLA.DRB1"
"185","MUC1"
"186","PXDN"
"187","PTGDS"
"188","NR1D1"
"189","ACTB"
"190","TM4SF1"
"191","PDGFRB"
"192","CHI3L1"
"193","CYP26B1"
"194","S100A2"
"195","IFITM3"
"196","GAD2"
"197","TGM2"
"198","FAM150B"
"199","RNASE1"
"200","PAPPA"
"201","EDN2"
"202","SOX18"
"203","PLIN2"
"204","LTB"
"205","ACKR3"
"206","CD93"
"207","NDRG1"
"208","SAT1"
"209","CALCB"
"210","ADAMTS4"
"211","GJA4"
"212","PCK1"
"213","PCSK1N"
"214","EEF1A1"
"215","COL4A1"
"216","KCNE4"
"217","THBD"
"218","CYR61"
"219","ESM1"
"220","RPL10"
"221","PRSS22"
"222","VIM"
"223","B2M"
"224","HILPDA"
"225","ADIRF"
"226","MMP2"
"227","IFITM1"
"228","PIGR"
"229","NFKBIA"
"230","MGP"
"231","SDC4"
"232","FABP5"
"233","ALDH1A1"
"234","HSPA1A"
"235","COL15A1"
"236","RARRES1"
"237","CLDN5"
"238","ID3"
"239","MT1X"
"240","MEDAG"
"241","HLA.B"
"242","S100A11"
"243","ZFP36L1"
"244","PCSK2"
"245","ID1"
"246","SERPING1"
"247","HLA.A"
"248","G6PC2"
"249","ABCC8"
"250","CRYBA2"
"251","AKR1C2"
"252","NDUFA4L2"
"253","TMEM158"
"254","COL5A1"
"255","HSP90B1"
"256","VWF"
"257","LAMC2"
"258","KDR"
"259","ANXA4"
"260","IFITM2"
"261","SOX4"
"262","POMC"
"263","NOTCH3"
"264","MUC20"
"265","SPRR2A"
"266","ANGPTL4"
"267","AKR1C1"
"268","KRT18"
"269","FMOD"
"270","FXYD2"
"271","ANPEP"
"272","CP"
"273","CRLF1"
"274","VCAN"
"275","CD44"
"276","ANXA1"
"277","AMBP"
"278","SLPI"
"279","CFTR"
"280","LUM"
"281","SCG5"
"282","CD24"
"283","CD14"
"284","GPX3"
"285","ESAM"
"286","AKR1B10"
"287","AQP1"
"288","HERPUD1"
"289","PPP1R1A"
"290","LAMP3"
"291","SERPINA5"
"292","MT1F"
"293","TNFRSF11B"
"294","TNFAIP2"
"295","FGF2"
"296","MMP14"
"297","WARS"
"298","RGS16"
"299","MAFA"
"300","GPNMB"
"301","HSPG2"
"302","IFI27"
"303","RASD1"
"304","VCAM1"
"305","F3"
"306","LTC4S"
"307","THBS2"
"308","CD99"
"309","TSC22D1"
"310","CXCL2"
"311","TNFRSF1B"
"312","SERPINH1"
"313","CELA2B"
"314","MAFB"
"315","ITGA5"
"316","JUN"
"317","DHRS9"
"318","COL5A3"
"319","CLDN4"
"320","ADCY3"
"321","S100A10"
"322","ADAMTS1"
"323","SQSTM1"
"324","ZFP36"
"325","PMP22"
"326","WFDC2"
"327","JUNB"
"328","TUBA1A"
"329","ACVRL1"
"330","AEBP1"
"331","REG4"
"332","HES1"
"333","FLNA"
"334","PRSS23"
"335","ECEL1"
"336","FUCA1"
"337","APCS"
"338","CRISPLD2"
"339","HLA.DPA1"
"340","IFIT3"
"341","ROBO4"
"342","FSCN1"
"343","CEBPB"
"344","FOS"
"345","ELF3"
"346","PNLIPRP2"
"347","DCN"
"348","PGF"
"349","CTSL"
"350","IL33"
"351","HTRA1"
"352","CD59"
"353","PSAP"
"354","CX3CL1"
"355","ADM"
"356","EGR1"
"357","CDKN1A"
"358","SLC30A8"
"359","S100A16"
"360","KLK1"
"361","C7"
"362","KLF2"
"363","SCGN"
"364","CPA4"
"365","COL5A2"
"366","COL13A1"
"367","RGS4"
"368","HTRA3"
"369","PTPRN"
"370","FOXF1"
"371","NAMPT"
"372","TP53I11"
"373","EGR4"
"374","TSPAN8"
"375","FBLN1"
"376","PLAUR"
"377","PCAT19"
"378","C2CD4B"
"379","FOSB"
"380","EDN1"
"381","PAM"
"382","WNT5A"
"383","PFKFB3"
"384","BTG2"
"385","CSRP2"
"386","DUSP5"
"387","EDNRB"
"388","EDN3"
"389","TINAGL1"
"390","FAM43A"
"391","UCHL1"
"392","SFRP1"
"393","TMEM176B"
"394","TIE1"
"395","LCP1"
"396","RGS2"
"397","IL3RA"
"398","BCL6B"
"399","ATF3"
"400","ASS1"
"401","TPT1"
"402","DDIT3"
"403","PDPN"
"404","OAF"
"405","IGFBP2"
"406","RPL3"
"407","ACTA2"
"408","HLA.E"
"409","MCAM"
"410","C1QL1"
"411","EPAS1"
"412","PEMT"
"413","ZSWIM4"
"414","FAM84A"
"415","ICAM1"
"416","ARHGDIB"
"417","SGK1"
"418","CD83"
"419","TNC"
"420","PDIA4"
"421","HMGA1"
"422","LAMB3"
"423","C8orf4"
"424","SEMA3F"
"425","RPL41"
"426","PALLD"
"427","STX1A"
"428","DUSP1"
"429","AKR1B1"
"430","MT1H"
"431","LGALS1"
"432","DNAJB1"
"433","LMCD1"
"434","ATP1A1"
"435","RHCG"
"436","LY6K"
"437","RSAD2"
"438","EGFL7"
"439","AMY2A"
"440","CTSH"
"441","IL1RN"
"442","TPM1"
"443","SLC38A2"
"444","PGC"
"445","GC"
"446","AREG"
"447","THY1"
"448","LGALS4"
"449","NCCRP1"
"450","HBEGF"
"451","S100A14"
"452","NOV"
"453","SMAD6"
"454","ADGRL4"
"455","TBX3"
"456","RPS12"
"457","CEL"
"458","EMP1"
"459","CD248"
"460","FXYD5"
"461","ALDH1A3"
"462","RPS2"
"463","TPPP3"
"464","KLF6"
"465","TMEM176A"
"466","SEMA7A"
"467","BIRC3"
"468","HLA.DPB1"
"469","MEG3"
"470","GPRC5A"
"471","RAC2"
"472","C15orf48"
"473","NQO1"
"474","ITGB1"
"475","BTG1"
"476","EDNRA"
"477","ADGRF5"
"478","SOCS3"
"479","TCF4"
"480","EMILIN1"
"481","SPINT2"
"482","C2CD4A"
"483","PDLIM3"
"484","PRKCDBP"
"485","KLF9"
"486","UGDH"
"487","KRT23"
"488","HLA.C"
"489","IRX2"
"490","S100A4"
"491","APCDD1"
"492","ADAMTS9"
"493","APOLD1"
"494","GLUL"
"495","LOXL2"
"496","TXNIP"
"497","ERO1B"
"498","NPTX2"
"499","SFRP5"
"500","PAX6"
