"","x"
"152","HHEX"
"153","BCHE"
"154","DPYSL3"
"155","PRG4"
"156","UNC5B"
"157","TENM3"
"158","FFAR4"
"159","LPHN2"
"160","AMIGO2"
"161","GABRB3"
"162","PSIP1"
"163","CABP7"
"164","CADM1"
"165","LOC728392"
"166","DIRAS3"
"167","GHSR"
"168","AQP3"
"169","PCP4"
"170","FRZB"
"171","ISL1"
"172","AKAP12"
"173","SAMD5"
"174","NDRG4"
"175","TPD52"
"176","GAD2"
"177","MAP1B"
"178","DHRS2"
"179","CALB1"
"180","KCNT2"
"181","FHOD3"
"182","PRKACB"
"183","HEPACAM2"
"184","RGS2"
"185","GABRG2"
"186","TPPP3"
"187","KCTD8"
"188","PDLIM4"
"189","MCC"
"190","CBLN4"
"191","CD9"
"192","MS4A8B"
"193","ANXA2"
"194","CFTR"
"195","LITAF"
"196","NDUFA4"
"197","TMSB4X"
"198","PMEPA1"
"199","CLDN1"
"200","KRT19"
"201","ANXA3"
"202","ANXA2P2"
"203","CAV2"
"204","S100A11"
"205","SERPING1"
"206","SLC4A4"
"207","ANXA4"
"208","AHNAK"
"209","SEL1L3"
"210","LAD1"
"211","TSPAN8"
"212","DEFB1"
"213","ONECUT2"
"214","CTSH"
"215","CLDN10"
"216","KRT7"
"217","IQGAP2"
"218","ALDH1A3"
"219","SAT1"
"220","MYL12A"
"221","KRT8"
"222","VTCN1"
"223","S100A10"
"224","SPP1"
"225","TINAGL1"
"226","KIAA1522"
"227","IFITM3"
"228","TM4SF1"
"229","BACE2"
"230","ABCC3"
"231","WWTR1"
"232","KRT18"
"233","NOTCH2"
"234","CD44"
"235","NFIB"
"236","ATP1A1"
"237","LGALS3"
"238","AQP1"
"239","ETS1"
"240","TCF4"
"241","EMP1"
"242","FSCN1"
"243","IGFBP4"
"244","ITGA5"
"245","NRP1"
"246","PRDM1"
"247","SNAI1"
"248","SPARC"
"249","COL4A1"
"250","COL4A2"
"251","HTRA1"
"252","PXDN"
"253","FLT1"
"254","EPAS1"
"255","PODXL"
"256","JAK1"
"257","ARHGAP31"
"258","DAB2"
"259","LOC100505495"
"260","PEA15"
"261","SERPINE1"
"262","THBS1"
"263","ANGPTL2"
"264","NRP2"
"265","GRB10"
"266","SHANK3"
"267","A2M"
"268","MSN"
"269","FAM198B"
"270","SEC14L1"
"271","DLC1"
"272","FSTL1"
"273","PTPN12"
"274","ITGA1"
"275","GNG11"
"276","PPAP2B"
"277","ZEB1"
"278","NQO1"
"279","BMPR2"
"280","KBTBD2"
"281","PNP"
"282","RAI14"
"283","HEG1"
"284","CDK2AP1"
"285","DOCK4"
"286","FKBP1A"
"287","LRRC8C"
"288","PLEKHG1"
"289","PPY"
"290","ETV1"
"291","SERTM1"
"292","MEIS2"
"293","THSD7A"
"294","ABCC9"
"295","SLC6A4"
"296","ID2"
"297","SLITRK6"
"298","PAX6"
"299","INPP5F"
"300","ITM2C"
"301","CHN2"
"302","FGD4"
"303","ENTPD2"
"304","GPC5-AS1"
"305","FGFR1"
"306","PEG10"
"307","CHRM3"
"308","CARD11"
"309","ABCB1"
"310","MEIS1"
"311","CXXC4"
"312","PAM"
"313","ZNF503"
"314","CACNA1A"
"315","STMN2"
"316","ID4"
"317","BCYRN1"
"318","APOBEC2"
"319","KCNJ8"
"320","PCLO"
"321","TMEM47"
"322","MDFIC"
"323","CAMK2N1"
"324","KIAA1377"
"325","BTG2"
"326","SLC40A1"
"327","PCSK1N"
"328","MAP2"
"329","PTP4A3"
"330","PGR"
"331","COL1A1"
"332","COL1A2"
"333","COL5A1"
"334","COL6A1"
"335","COL6A3"
"336","CDH11"
"337","COL5A2"
"338","MRC2"
"339","COL12A1"
"340","COL6A2"
"341","FN1"
"342","SERPINH1"
"343","FBN1"
"344","NID1"
"345","COL3A1"
"346","PDGFRB"
"347","PRRX1"
"348","LGALS1"
"349","THBS2"
"350","TIMP1"
"351","BGN"
"352","COL5A3"
"353","CALU"
"354","LOXL2"
"355","LAMA4"
"356","LHFP"
"357","TNFAIP6"
"358","NOTCH3"
"359","CALD1"
"360","LTBP2"
"361","SNAI2"
"362","COL15A1"
"363","LAMA2"
"364","SLC1A5"
"365","LUM"
"366","GFPT2"
"367","SRPX2"
"368","VCAN"
"369","EDNRA"
"370","CCDC80"
"371","CRTAP"
"372","CYGB"
"373","ANTXR1"
