"","x"
"112","PRSS2"
"113","CTRB2"
"114","SERPINA3"
"115","GP2"
"116","FAM150B"
"117","CTRB1"
"118","MMP10"
"119","PPAP2B"
"120","SYCN"
"121","COL18A1"
"122","SOX18"
"123","ACKR3"
"124","LOXL4"
"125","NMB"
"126","LTB"
"127","C3"
"128","RRAD"
"129","GJA4"
"130","EDN2"
"131","AQP3"
"132","MUC13"
"133","SERPINA1"
"134","CD93"
"135","PDGFRB"
"136","ESM1"
"137","PCK1"
"138","CALCB"
"139","AGT"
"140","ADAMTS4"
"141","SPINK1"
"142","DUOXA2"
"143","KCNE4"
"144","ADIRF"
"145","PRSS3"
"146","PXDN"
"147","THBD"
"148","PEG10"
"149","MMP2"
"150","PIGR"
"151","CTRC"
"152","MUC1"
"153","CTSD"
"154","CUZD1"
"155","MGP"
"156","IGF2"
"157","MEDAG"
"158","MT1E"
"159","REG1A"
"160","CLDN5"
"161","KRT19"
"162","IFITM1"
"163","COL15A1"
"164","KRT7"
"165","COL4A1"
"166","CFB"
"167","UCA1"
"168","CPA2"
"169","NDUFA4L2"
"170","VWF"
"171","KDR"
"172","COL5A1"
"173","RNASE1"
"174","TMEM158"
"175","CYR61"
"176","GAL"
"177","AKR1C2"
"178","POMC"
"179","RARRES1"
"180","FMOD"
"181","S100A2"
"182","NOTCH3"
"183","LUM"
"184","CP"
"185","VCAN"
"186","CRLF1"
"187","AKR1C1"
"188","SST"
"189","TACSTD2"
"190","IER3"
"191","CYP26B1"
"192","AMBP"
"193","LAMC2"
"194","PNLIPRP1"
"195","S100A6"
"196","AQP1"
"197","ESAM"
"198","HILPDA"
"199","CFTR"
"200","FABP5"
"201","GPNMB"
"202","MT1X"
"203","CHI3L1"
"204","SPRR2A"
"205","LTC4S"
"206","PLIN2"
"207","PTGES"
"208","IFI27"
"209","TNFRSF1B"
"210","FGF2"
"211","SERPING1"
"212","TNFAIP2"
"213","THBS2"
"214","C10orf10"
"215","CD14"
"216","VCAM1"
"217","PMEPA1"
"218","DHRS9"
"219","SERPINA5"
"220","ANPEP"
"221","APCS"
"222","IAPP"
"223","HLA.DPA1"
"224","CTSB"
"225","COL5A3"
"226","SDC4"
"227","ADCY3"
"228","RGS16"
"229","PDK4"
"230","CXCL2"
"231","ROBO4"
"232","CRYBA2"
"233","AKR1B10"
"234","ANXA4"
"235","IL33"
"236","ADAMTS1"
"237","DCN"
"238","ACVRL1"
"239","PGF"
"240","SLPI"
"241","ECEL1"
"242","TNFRSF11B"
"243","AEBP1"
"244","HSPG2"
"245","PRSS22"
"246","FSCN1"
"247","WFDC2"
"248","COL13A1"
"249","MUC20"
"250","IGFBP7"
"251","CRISPLD2"
"252","PMP22"
"253","FOXF1"
"254","PCSK1"
"255","MMP14"
"256","NDRG1"
"257","IL32"
"258","TGM2"
"259","CELA2B"
"260","IFIT3"
"261","MAFA"
"262","HTRA1"
"263","CX3CL1"
"264","COL5A2"
"265","SOD2"
"266","CPA4"
"267","ID3"
"268","F3"
"269","ANXA1"
"270","HTRA3"
"271","PCAT19"
"272","WARS"
"273","PAPPA"
"274","KLF2"
"275","ITGA5"
"276","SFRP1"
"277","MT1A"
"278","WNT5A"
"279","LCP1"
"280","IFITM2"
"281","IL3RA"
"282","CSRP2"
"283","EDNRB"
"284","BCL6B"
"285","PDPN"
"286","FUCA1"
"287","TSPAN8"
"288","MT1F"
"289","FAM43A"
"290","TIE1"
"291","C7"
"292","DDIT4"
"293","NR1D1"
"294","EDN1"
"295","TP53I11"
"296","PGC"
"297","CD83"
"298","NCCRP1"
"299","TM4SF1"
"300","ANGPTL4"
"301","SEMA3F"
"302","IL1RN"
"303","SERPINH1"
"304","EGR4"
"305","MCAM"
"306","TM4SF4"
"307","RHCG"
"308","ACTA2"
"309","G6PC2"
"310","ZSWIM4"
"311","ARHGDIB"
"312","FAM84A"
"313","AREG"
"314","TNC"
"315","SMAD6"
"316","ADGRL4"
"317","PNLIPRP2"
"318","THY1"
"319","FOSB"
"320","NOV"
"321","TINAGL1"
"322","CD248"
"323","RSAD2"
"324","PLAUR"
"325","RAC2"
"326","HLA.DPB1"
"327","SGK1"
"328","AMY2A"
"329","ASS1"
"330","HBEGF"
"331","EDNRA"
"332","TBX3"
"333","NFKBIA"
"334","CEL"
"335","APCDD1"
"336","CTSH"
"337","S100A4"
"338","ADGRF5"
"339","APOLD1"
"340","VGF"
"341","KRT8"
"342","GPRC5A"
"343","LGALS4"
"344","EMP1"
"345","ASCL1"
"346","ALDH1A3"
"347","HEY1"
"348","MT1H"
"349","EGR3"
"350","OAF"
"351","ICAM1"
"352","ABCC8"
"353","S100A14"
"354","HERPUD1"
"355","EMILIN1"
"356","SEMA7A"
"357","HLA.DQB1"
"358","VIM"
"359","KRT23"
"360","NQO1"
"361","PRKCDBP"
"362","SFRP5"
"363","LOXL2"
"364","PRDM1"
"365","ZFP36L1"
"366","EDN3"
"367","GAD2"
"368","MRC2"
"369","CTSL"
"370","KLK1"
"371","S1PR1"
"372","TBXAS1"
"373","SLC38A2"
"374","TCN1"
"375","FAM101B"
"376","CEBPB"
"377","RGS2"
"378","S100A16"
"379","SOX4"
"380","PDLIM3"
"381","ADAMTS9"
"382","TCF4"
"383","KLF9"
"384","SPARCL1"
"385","MT1M"
"386","LRRC32"
"387","DDIT3"
"388","NOTCH4"
"389","HES1"
"390","EGFL7"
"391","C8orf4"
"392","PDGFB"
"393","IFITM3"
"394","GSTA1"
"395","LAMB3"
"396","CHST1"
"397","GSTA2"
"398","PFKFB3"
"399","LGALS1"
"400","MYLK"
"401","FBLN1"
"402","CDH5"
"403","IL1A"
"404","KLHL41"
"405","ITGA1"
"406","BIRC3"
"407","COL12A1"
"408","SOCS3"
"409","CLEC14A"
"410","KRT18"
"411","FLNA"
"412","NRP2"
"413","SFN"
"414","NEFM"
"415","ADM"
"416","AKR1B1"
"417","NREP"
"418","CRH"
"419","MRC1"
"420","CAV1"
"421","PRSS23"
"422","GPR4"
"423","ID1"
"424","ADAMTS12"
"425","HSPA1A"
"426","SLC6A8"
"427","MFGE8"
"428","RND1"
"429","DUSP5"
"430","SAT1"
"431","GMFG"
"432","HIC1"
"433","CXCL17"
"434","FJX1"
"435","MALL"
"436","NPTX2"
"437","TNFAIP3"
"438","LAMC3"
"439","EFNB2"
"440","CD36"
"441","NPAS4"
"442","FSTL3"
"443","GPSM1"
"444","MEG3"
"445","DEFB1"
"446","PRR3"
"447","LMCD1"
"448","INSR"
"449","PTPRB"
"450","PLCE1"
"451","ATF3"
"452","LAMA4"
"453","COL7A1"
"454","S100A10"
"455","IL23A"
"456","TMSB10"
"457","BASP1"
"458","CLDN4"
"459","SEMA6B"
"460","ISG15"
"461","ETS1"
"462","CLIC4"
"463","CRP"
"464","UNC5B"
"465","ASB9"
"466","CHGB"
"467","TXNIP"
"468","PDZK1IP1"
"469","TGFB3"
"470","RGS4"
"471","GREM1"
"472","PDIA4"
"473","NAMPT"
"474","FAM198B"
"475","SERPINA6"
"476","SETX"
"477","ERG"
"478","BDKRB2"
"479","EPHA2"
"480","C15orf48"
"481","ANGPTL2"
"482","AKR1C3"
"483","EPAS1"
"484","IFIT2"
"485","BMP2"
"486","DYSF"
"487","PAG1"
"488","AHNAK"
"489","TGFB2"
"490","ARL4C"
"491","SLC43A3"
"492","TMEM173"
"493","EFNA1"
"494","VSTM4"
"495","LAMP3"
"496","CHGA"
"497","VSTM2L"
"498","JAG1"
"499","CLDN14"
"500","CD44"
