"","x"
"165","MEG3"
"166","GSN"
"167","G6PC2"
"168","ELMO1"
"169","STX1A"
"170","NLRP1"
"171","HOPX"
"172","NKX6.1"
"173","NPTX2"
"174","SLC6A6"
"175","PAPSS2"
"176","PDX1"
"177","TIMP2"
"178","PPP1R1A"
"179","SORL1"
"180","SLC30A8"
"181","TMOD1"
"182","PLCXD3"
"183","SYT13"
"184","DNAJC12"
"185","CDKN1C"
"186","SCGN"
"187","RASD1"
"188","PTPRN"
"189","RBP4"
"190","CADM1"
"191","PAX6"
"192","FXYD2"
"193","SYT7"
"194","SCG2"
"195","PAM"
"196","SST"
"197","LEPR"
"198","SEC11C"
"199","DHRS2"
"200","PCP4"
"201","AQP3"
"202","RGS2"
"203","LY6H"
"204","ARFGEF3"
"205","GABRB3"
"206","BAIAP3"
"207","DPYSL3"
"208","MAP1B"
"209","GCH1"
"210","IDS"
"211","MIR7.3HG"
"212","BEX1"
"213","QDPR"
"214","HHEX"
"215","PDLIM4"
"216","ISL1"
"217","EDN3"
"218","MDK"
"219","SNAP25"
"220","PARVB"
"221","PKIB"
"222","PEG10"
"223","UCP2"
"224","FXYD6"
"225","SVIP"
"226","ANXA2"
"227","ANXA4"
"228","C3"
"229","CDC42EP1"
"230","CFB"
"231","KRT18"
"232","KRT19"
"233","KRT7"
"234","KRT8"
"235","LCN2"
"236","PMEPA1"
"237","PRSS8"
"238","S100A11"
"239","SDC4"
"240","SERINC2"
"241","SERPING1"
"242","TACSTD2"
"243","TINAGL1"
"244","TM4SF1"
"245","TMSB10"
"246","TMSB4X"
"247","TPM1"
"248","SOX4"
"249","CLDN4"
"250","S100A10"
"251","LITAF"
"252","S100A14"
"253","CLDN1"
"254","LAD1"
"255","PDZK1IP1"
"256","BACE2"
"257","MMP7"
"258","ELF3"
"259","SAT1"
"260","TSPO"
"261","PPAP2C"
"262","RHOC"
"263","CYR61"
"264","IFITM2"
"265","SMAD3"
"266","LGALS3"
"267","LGALS4"
"268","HLA.B"
"269","PLVAP"
"270","PECAM1"
"271","CD93"
"272","PODXL"
"273","RGCC"
"274","ACVRL1"
"275","FLT1"
"276","ESAM"
"277","STC1"
"278","FKBP1A"
"279","HSPG2"
"280","TCF4"
"281","SOX18"
"282","ETS1"
"283","KDR"
"284","PCAT19"
"285","EGFL7"
"286","PPAP2B"
"287","TIE1"
"288","ROBO4"
"289","CYP1A1"
"290","CXCR4"
"291","ESM1"
"292","ADAMTS4"
"293","EMP1"
"294","PNP"
"295","CLIC4"
"296","HTRA1"
"297","PTMA"
"298","PASK"
"299","ADGRL4"
"300","VWF"
"301","ID3"
"302","GNAI2"
"303","IFI27"
"304","MSN"
"305","ADGRF5"
"306","GHRL"
"307","ACSL1"
"308","FRZB"
"309","SPTSSB"
"310","FGF14"
"311","NNMT"
"312","SEZ6L"
"313","ITM2C"
"314","PLAC8"
"315","FOXA2"
"316","S100A6"
"317","HEPACAM2"
"318","TRNP1"
"319","PODXL2"
"320","PPY"
"321","STMN2"
"322","MEIS2"
"323","NBL1"
"324","MALAT1"
"325","PTP4A3"
"326","NPDC1"
"327","ID2"
"328","EGR1"
"329","CARD11"
"330","FGFR1"
"331","BTG2"
"332","AES"
"333","ETV1"
"334","PLEKHB1"
"335","DDR1"
"336","PLXNB2"
"337","NEURL1"
"338","ID1"
"339","GCNT3"
"340","LGALS3BP"
"341","C16orf45"
"342","ENTPD2"
"343","SERTM1"
"344","SMPD1"
"345","VAMP2"
"346","SLC6A4"
"347","KIAA1324"
"348","GPX1"
"349","CD68"
"350","LAPTM5"
"351","CD74"
"352","HLA.DRA"
"353","ACP5"
"354","CTSB"
"355","SRGN"
"356","CTSD"
"357","LCP1"
"358","GRN"
"359","HLA.DRB1"
"360","HMOX1"
"361","TGFBI"
"362","CTSS"
"363","CAPG"
"364","HLA.DPA1"
"365","NINJ1"
"366","TNFRSF1B"
"367","NPC2"
"368","APOE"
"369","LYZ"
"370","HLA.DQB1"
"371","GM2A"
"372","GPNMB"
"373","SLC15A3"
"374","SEMA6B"
"375","GRINA"
"376","SLC16A3"
"377","FCGRT"
"378","PMP22"
"379","PLIN2"
"380","SIRPA"
"381","GRB2"
"382","ARL4C"
"383","CXCL16"
"384","FAM20C"
"385","CTSL"
"386","OGFRL1"
"387","TTYH3"
"388","HLA.DPB1"
"389","TYMP"
"390","MGAT1"
"391","TBXAS1"
"392","PGD"
"393","GATA2"
"394","AHNAK"
"395","IL4R"
"396","GLUL"
"397","ARHGDIB"
"398","NSMCE1"
"399","RAC2"
"400","NDRG2"
"401","SH3BGRL3"
"402","RHOG"
"403","CD9"
"404","FOXP1"
"405","FOSL2"
"406","LTC4S"
"407","S100A4"
"408","RGS10"
"409","DUSP6"
"410","LMO4"
"411","SEMA7A"
"412","ZFP36"
"413","SLC18A2"
"414","VWA5A"
"415","ATP6V1F"
"416","BHLHE40"
"417","TXNIP"
"418","PTGS1"
"419","RPL21"
"420","PTPN6"
"421","ALOX5"
"422","RASSF5"
"423","ADAMTS7"
"424","NCOA4"
"425","LAT2"
"426","ZEB2"
"427","IER2"
"428","RPL39"
"429","BST2"
"430","NDUFA4L2"
"431","EPAS1"
"432","ADCY3"
"433","KLF9"
"434","IL24"
"435","IFITM1"
"436","KCNE4"
"437","RGS5"
"438","RAB31"
"439","EDNRB"
"440","EDNRA"
"441","ITGA1"
"442","GJA4"
"443","MYH9"
"444","TBX3"
"445","ADIRF"
"446","HIF1A"
"447","MAPKAPK2"
"448","CD59"
"449","TFPI"
"450","CRYAB"
"451","DAG1"
"452","PLAUR"
"453","DKK3"
"454","GPC1"
"455","AXL"
"456","CTNNA1"
"457","CSNK1E"
"458","RCAN1"
"459","PSAP"
"460","AP1S2"
"461","ID4"
"462","ST6GALNAC2"
"463","EHBP1"
"464","ANXA5"
"465","PLEKHO1"
