"","x"
"227","HAP1"
"228","PSIP1"
"229","F5"
"230","GNG4"
"231","DIRAS3"
"232","OPRD1"
"233","PDLIM4"
"234","SSTR1"
"235","PKIB"
"236","FAM177B"
"237","AMIGO2"
"238","GCH1"
"239","ABCC3"
"240","AGRN"
"241","ALDH1A3"
"242","AMBP"
"243","ANXA3"
"244","ANXA4"
"245","AQP1"
"246","BACE2"
"247","C1orf106"
"248","C3"
"249","C8orf4"
"250","CAV2"
"251","CCL2"
"252","CDC42EP1"
"253","CFB"
"254","CFTR"
"255","CITED4"
"256","CLDN1"
"257","CLDN10"
"258","COL18A1"
"259","CTSH"
"260","CX3CL1"
"261","CXCL1"
"262","CYR61"
"263","DUOXA2"
"264","EDN1"
"265","EGFR"
"266","EPHB2"
"267","FLNA"
"268","FSTL3"
"269","GPRC5B"
"270","HKDC1"
"271","HSPB8"
"272","HSPG2"
"273","IFITM2"
"274","ITGB4"
"275","ITGB6"
"276","KCNQ1"
"277","KIAA1522"
"278","KLF5"
"279","KRT17"
"280","KRT19"
"281","KRT23"
"282","KRT7"
"283","KRT80"
"284","LAD1"
"285","ABI3"
"286","ACKR3"
"287","ACVRL1"
"288","ADAMTS4"
"289","ADGRF5"
"290","ADGRL4"
"291","ANGPT2"
"292","ARHGAP31"
"293","BCL6B"
"294","CALCRL"
"295","CD93"
"296","CDH5"
"297","CLDN5"
"298","CLEC14A"
"299","COL13A1"
"300","CXCR4"
"301","CYP1A1"
"302","DLL4"
"303","DYSF"
"304","ECSCR"
"305","ERG"
"306","ESAM"
"307","ESM1"
"308","FAM101B"
"309","FAM167B"
"310","FAM198B"
"311","FAM43A"
"312","FLT1"
"313","FSCN1"
"314","FZD4"
"315","GMFG"
"316","GPR4"
"317","HLX"
"318","HTRA1"
"319","IFI27"
"320","IL3RA"
"321","KANK3"
"322","KDR"
"323","LAMA4"
"324","MCAM"
"325","MEF2C"
"326","NOTCH1"
"327","NOTCH4"
"328","NRP2"
"329","PASK"
"330","PCAT19"
"331","PCDH12"
"332","GHRL"
"333","VTN"
"334","MDFIC"
"335","SPTSSB"
"336","ASGR1"
"337","PLAC8"
"338","FGF14"
"339","APOH"
"340","PDE2A"
"341","ACSL1"
"342","NNMT"
"343","SLC12A5"
"344","ACOT7"
"345","AK5"
"346","LRRC4B"
"347","DOK6"
"348","CDHR5"
"349","SOX9"
"350","SAMD5"
"351","HEPACAM2"
"352","HMP19"
"353","KCNH6"
"354","ITGA7"
"355","CDO1"
"356","PODXL2"
"357","C2orf72"
"358","FAXDC2"
"359","SEZ6L"
"360","NPHP4"
"361","NTRK2"
"362","HOMER1"
"363","PDE3A"
"364","PI4K2B"
"365","KIAA1147"
"366","TFF3"
"367","GNAL"
"368","PRKCG"
"369","GPR153"
"370","RNASE4"
"371","VAMP5"
"372","PDE8B"
"373","SERTM1"
"374","CHRM3"
"375","KCNG1"
"376","PPY"
"377","CARD11"
"378","SLC6A4"
"379","CHN2"
"380","ENTPD2"
"381","PLEKHB1"
"382","NPW"
"383","FGB"
"384","GCNT3"
"385","STMN2"
"386","ETV1"
"387","GRAMD1B"
"388","MEIS2"
"389","TNFRSF11B"
"390","SPOCK1"
"391","PPP1R1A"
"392","PXK"
"393","NBL1"
"394","PEG10"
"395","FXYD2"
"396","PAX6"
"397","TUBB"
"398","SEMA3E"
"399","AHRR"
"400","HGD"
"401","IL20RA"
"402","FXYD6"
"403","HPGD"
"404","ISL1"
"405","NR0B1"
"406","PTPRN"
"407","EGR1"
"408","KCNJ8"
"409","ID2"
"410","RAP1GAP"
"411","APOE"
"412","HLA.DRA"
"413","LAPTM5"
"414","LCP1"
"415","SEMA6B"
"416","SLC15A3"
"417","TBXAS1"
"418","TNFRSF1B"
"419","SLC7A7"
"420","HLA.DQB1"
"421","HLA.DPA1"
"422","ACP5"
"423","PDPN"
"424","SRGN"
"425","GPSM3"
"426","HLA.DRB1"
"427","HLA.DMA"
"428","PMP22"
"429","HCLS1"
"430","NCF2"
"431","S100A4"
"432","CD4"
"433","LYZ"
"434","HLA.DPB1"
"435","GPNMB"
"436","LPXN"
"437","PLXDC2"
"438","GAS7"
"439","ZNF385A"
"440","PHACTR1"
"441","BCL2A1"
"442","TGFBI"
"443","PECAM1"
"444","PLEKHO2"
"445","SAMHD1"
"446","CTSS"
"447","PTAFR"
"448","RGS10"
"449","OGFRL1"
"450","IL1B"
"451","THEMIS2"
"452","MMP9"
"453","ARHGDIB"
"454","NPL"
"455","ADAP2"
"456","RIN3"
"457","EMILIN2"
"458","BST2"
"459","GATA2"
"460","LTC4S"
"461","PTGS1"
"462","ADAMTS7"
"463","RAC2"
"464","LPCAT2"
"465","ADAM12"
"466","ZEB2"
"467","STK17B"
"468","ABCC4"
"469","MIF"
"470","LCP2"
"471","LAT2"
"472","CAPG"
"473","SLC18A2"
"474","TTYH2"
"475","DUSP6"
"476","HINT1"
"477","SERF2"
"478","PLAT"
"479","SEMA7A"
"480","ALOX5"
"481","IL4R"
"482","AHNAK"
"483","RGS19"
"484","NDRG2"
"485","SMIM3"
"486","PTPN6"
"487","KLHL6"
"488","HOXB2"
"489","INPP5D"
"490","MAOB"
"491","SYTL3"
"492","CELF2"
"493","FMNL3"
"494","AKNA"
"495","ATP6V0A2"
"496","ASIC3"
"497","SLC2A3"
"498","ADCY3"
"499","EDNRA"
"500","EDNRB"
"501","GJA4"
"502","IL24"
"503","NDUFA4L2"
"504","OLFML2A"
"505","PDGFRB"
"506","RGS5"
"507","TBX3"
"508","WNT5A"
"509","ADIRF"
"510","TBX2"
"511","NOTCH3"
"512","APOLD1"
"513","CSRP2"
"514","SPARC"
"515","KCNE4"
"516","PAG1"
"517","GRK5"
"518","IGFBP4"
"519","KLF9"
"520","IFITM1"
"521","PRR16"
"522","MFGE8"
"523","RASD2"
"524","AXL"
"525","ADRA2C"
"526","ADAMTS1"
"527","LHFP"
"528","ST6GALNAC2"
"529","FXYD1"
"530","CRYAB"
"531","DKK3"
"532","BTC"
"533","TRAF1"
"534","LOXL3"
"535","NES"
"536","TIMP3"
"537","S100B"
"538","SDC3"
"539","FRMD5"
"540","RASA3"
"541","HYAL1"
"542","GPC1"
"543","MMP14"
"544","LPAR1"
"545","ABLIM3"
"546","IGF2BP2"
"547","TCEAL7"
"548","PPAP2A"
"549","PLAUR"
"550","B4GALNT1"
"551","PRKCDBP"
"552","PKNOX2"
"553","ECM1"
"554","S100A2"
"555","RCAN1"
"556","MXRA8"
"557","SVIL"
"558","ANK3"
"559","ANXA1"
"560","PLA2G4A"
"561","PTTG1"
"562","EFS"
"563","GPR155"
"564","ITGB8"
"565","SPHK1"
