"","x"
"497","KCNK6"
"498","KLHL6"
"499","KREMEN1"
"500","LCP2"
"501","LPCAT2"
"502","LTC4S"
"503","MITF"
"504","NSMCE1"
"505","PLEKHO2"
"506","PRKX"
"507","PTAFR"
"508","PTGS1"
"509","RAC2"
"510","RASA2"
"511","RGS10"
"512","RIN3"
"513","S100A4"
"514","SLC12A8"
"515","SLC18A2"
"516","SLC45A3"
"517","STK17B"
"518","SYTL3"
"519","TTYH2"
"520","ZNF273"
"521","RGS19"
"522","ZNF786"
"523","MAP3K1"
"524","PTPN6"
"525","HS3ST1"
"526","ADAMTS1"
"527","ADAMTS4"
"528","ADCY3"
"529","ADIRF"
"530","ADRA2C"
"531","AKR1B1"
"532","APOLD1"
"533","ARHGEF17"
"534","ATP1B2"
"535","AXL"
"536","B4GALNT1"
"537","BST2"
"538","C11orf96"
"539","C2CD2"
"540","CD4"
"541","CDH6"
"542","CEBPB"
"543","CHST2"
"544","CHSY1"
"545","CRISPLD2"
"546","CSGALNACT1"
"547","CSRP2"
"548","CXCL8"
"549","CYB5R2"
"550","CYBRD1"
"551","CYGB"
"552","CYTH3"
"553","DCN"
"554","DKK3"
"555","DPY19L3"
"556","DSE"
"557","EBF1"
"558","ECM1"
"559","EDNRA"
"560","EDNRB"
"561","EFHD1"
"562","EPAS1"
"563","EPS8"
"564","AQP7"
"565","BTC"
"566","HEG1"
"567","ITGB8"
"568","L1CAM"
"569","NOV"
"570","PAPPA"
"571","PMP22"
"572","RCAN1"
"573","SERINC5"
"574","ST6GALNAC2"
"575","LIF"
"576","MMP2"
"577","IL1RAP"
"578","EFS"
"579","SERPINE2"
"580","GAP43"
"581","LGALS3"
"582","TIMP3"
"583","ATOX1"
"584","SVIL"
"585","KLHL13"
"586","PAX8"
"587","GRTP1"
"588","ST3GAL4"
"589","RUNX1"
"590","PDPN"
"591","ZNF584"
"592","N6AMT1"
"593","ADAMTSL1"
"594","MFSD12"
"595","P3H2"
"596","KLF4"
"597","SNN"
"598","IL1A"
"599","LPAR1"
"600","DBF4"
"601","MORC4"
"602","PKNOX2"
"603","HYAL1"
"604","BRAF"
"605","KLHL21"
"606","AKAP6"
"607","S100B"
