"","x"
"182","PIPOX"
"183","PCP4"
"184","UCP2"
"185","PRG4"
"186","SALL1"
"187","EDN3"
"188","C22orf42"
"189","DPYSL3"
"190","F5"
"191","UNC5B"
"192","SSTR1"
"193","IDS"
"194","NSG1"
"195","AK5"
"196","HEPACAM2"
"197","PLAC8"
"198","ASPDH"
"199","SVOP"
"200","ANXA2"
"201","PPAP2C"
"202","ANXA4"
"203","ANXA2P2"
"204","CTSH"
"205","SERPING1"
"206","CFTR"
"207","ANXA2P3"
"208","LAD1"
"209","KRT19"
"210","SERPINA5"
"211","TRPV6"
"212","LITAF"
"213","KRT8"
"214","NDUFA4"
"215","CMTM7"
"216","MIR492"
"217","TPM1"
"218","SPINT1"
"219","ABCC3"
"220","SLC4A4"
"221","ANXA2P1"
"222","ELF3"
"223","CAV2"
"224","CLDN10"
"225","S100A11"
"226","GSTP1"
"227","TSPAN15"
"228","CD24"
"229","FLRT2"
"230","LGALS4"
"231","S100A14"
"232","PERP"
"233","SDC1"
"234","SERINC2"
"235","PPIC"
"236","CLDN1"
"237","LGALS3"
"238","CAPN2"
"239","KRT18"
"240","RHOC"
"241","PTTG1IP"
"242","HSPB8"
"243","PRSS8"
"244","ALDH3A2"
"245","ANXA11"
"246","RHPN2"
"247","HNF1B"
"248","GGT1"
"249","TACSTD2"
"250","PODXL"
"251","ACVRL1"
"252","GNG11"
"253","ESAM"
"254","INSR"
"255","TMEM173"
"256","PASK"
"257","PRDM1"
"258","PLVAP"
"259","CLIC4"
"260","TCF4"
"261","PPAP2B"
"262","TM4SF18"
"263","CARD16"
"264","ANGPT2"
"265","STC1"
"266","LAMA4"
"267","NRP2"
"268","CD36"
"269","PNP"
"270","ENG"
"271","ITM2A"
"272","TMEM255B"
"273","RELL1"
"274","ICAM2"
"275","THBS1"
"276","RARB"
"277","SPRY4"
"278","KANK3"
"279","HEY1"
"280","DLL4"
"281","FAM198B"
"282","CASP1"
"283","LRRC8C"
"284","NOTCH4"
"285","ARHGAP18"
"286","MCAM"
"287","C1orf54"
"288","ITGA5"
"289","ETS1"
"290","RAMP2"
"291","EFNA1"
"292","FAM167B"
"293","RASIP1"
"294","EHD4"
"295","THBD"
"296","ELK3"
"297","SHANK3"
"298","LINC00152"
"299","IFI27"
"300","PPY"
"301","GPC5-AS1"
"302","ETV1"
"303","MEIS2"
"304","SERTM1"
"305","PPY2"
"306","THSD7A"
"307","SLITRK6"
"308","SLC6A4"
"309","STMN2"
"310","ABCC9"
"311","PXK"
"312","PCDH10"
"313","PRKACB"
"314","ENTPD2"
"315","FGFR1"
"316","PAX6"
"317","ID2"
"318","CNTNAP5"
"319","CHN2"
"320","PTGFR"
"321","LMO3"
"322","CHRM3"
"323","CALB1"
"324","SCG2"
"325","PCLO"
"326","INPP5F"
"327","CARD11"
"328","ARX"
"329","SEMA3E"
"330","GRAMD1B"
"331","PEG10"
"332","MDFIC"
"333","PAM"
"334","ID4"
"335","KIAA0319"
"336","CDH17"
"337","CMTM8"
"338","CXXC4"
"339","MEIS1"
"340","SLC6A17"
"341","FLRT1"
"342","PLEKHB1"
"343","SCGB2A1"
"344","FAM69B"
"345","NPFFR2"
"346","LONRF2"
"347","KCNJ8"
"348","GFRA1"
"349","COL1A2"
"350","SPARC"
"351","COL15A1"
"352","COL6A3"
"353","COL3A1"
"354","NID1"
"355","COL5A1"
"356","CALD1"
"357","COL5A2"
"358","COL1A1"
"359","GPNMB"
"360","TPM2"
"361","MFGE8"
"362","BGN"
"363","RCN3"
"364","F2R"
"365","COL4A1"
"366","SRPX2"
"367","SMIM3"
"368","ECM1"
"369","FMOD"
"370","RAB34"
"371","PRKCDBP"
"372","HEYL"
"373","SFRP2"
"374","LUM"
"375","FKBP10"
"376","NID2"
"377","IGFBP4"
"378","FN1"
"379","SPON2"
"380","CYGB"
"381","CALU"
"382","PCOLCE"
"383","LTBP1"
"384","VCAN"
"385","LRP1"
"386","WNT5A"
"387","LTBP2"
"388","AEBP1"
"389","CRISPLD2"
"390","CTSK"
"391","MXRA8"
"392","DDR2"
"393","COL6A2"
"394","COL4A2"
"395","COL6A1"
"396","CYBRD1"
"397","MSC"
"398","PXDN"
