"","x"
"171","NSUN3"
"172","PSAT1"
"173","CYSTM1"
"174","GPR19"
"175","IGF2"
"176","TMX2"
"177","NDUFA1"
"178","LDHA"
"179","PTP4A2P1"
"180","RPS4X"
"181","SLC25A34"
"182","RMND1"
"183","S100B"
"184","CPT1B"
"185","HARBI1"
"186","ARF4P5"
"187","IFITM2"
"188","TUBA1B"
"189","TRNC"
"190","UCHL1"
"191","PON3"
"192","CAPZA1"
"193","RPS4Y1"
"194","APOBEC2"
"195","SPA17"
"196","SNX24"
"197","LOC729020"
"198","WDR4"
"199","TPI1"
"200","FASTK"
"201","NNMT"
"202","RPL9"
"203","BEX1"
"204","TXLNA"
"205","RPL26P6"
"206","GDF15"
"207","TADA1"
"208","RPS28"
"209","PEG3-AS1"
"210","IGFBP3"
"211","CHGA"
"212","ERRFI1"
"213","UBB"
"214","ANXA5"
"215","CD24P4"
"216","RPS5"
"217","MIF"
"218","EEF1A1P5"
"219","TMED6"
"220","AGT"
"221","SRXN1"
"222","MTND2P28"
"223","RPL30"
"224","HIST1H2BK"
"225","MTHFD2"
"226","ERCC8"
"227","PSMB1"
"228","EDN3"
"229","TPPP3"
"230","ATP5B"
"231","SRP9"
"232","CDK8"
"233","KLHL41"
"234","CALCB"
"235","LOC730101"
"236","PFN2"
"237","EEF1A1"
"238","PFDN5"
"239","ADCYAP1"
"240","SARS"
"241","CALM2"
"242","XBP1"
"243","ID3"
"244","FAM171B"
"245","ACTL6A"
"246","NAA20"
"247","BYSL"
"248","TSPYL1"
"249","RPS13"
"250","CLK1"
"251","RWDD2B"
"252","TMEM208"
"253","ZNF404"
"254","ANXA2"
"255","ZNF763"
"256","PON1"
"257","EIF1"
"258","TRND"
"259","RPL5P24"
"260","TRNE"
"261","ALG14"
"262","GABARAP"
"263","ZNF514"
"264","TRNM"
"265","DUSP1"
"266","DYNLT1"
"267","ZC3HC1"
"268","TMEM60"
"269","COX7C"
"270","PRCP"
"271","PTEN"
"272","ZFP37"
"273","C22orf42"
"274","GNB2L1"
"275","FKBP1B"
"276","ARF4"
"277","SIGMAR1"
"278","EMC2"
"279","AAMDC"
"280","COPS4"
"281","SSR4"
"282","ZNF77"
"283","EEF1G"
"284","METTL21B"
"285","SLITRK6"
"286","TALDO1"
"287","DNAJB9"
"288","RPLP0"
"289","ADM"
"290","RPL24"
"291","LINC00312"
"292","EMP3"
"293","EXOSC7"
"294","TCEAL7"
"295","ZFP82"
"296","IFITM3"
"297","HERPUD1"
"298","LDHB"
"299","ZNF222"
"300","PSME2"
"301","MYL12A"
"302","OSTC"
"303","TAF9B"
"304","RPL11"
"305","NEDD8"
"306","RPS12"
"307","PPP1R14C"
"308","TRNI"
"309","TNFRSF11B"
"310","SAR1A"
"311","ASB9"
"312","SYPL1"
"313","EIF3L"
"314","ARHGAP18"
"315","ISOC1"
"316","LOXL4"
"317","ATP5E"
"318","METTL18"
"319","RPS18P9"
"320","COQ5"
"321","GEMIN6"
"322","C19orf77"
"323","ZNF784"
"324","ZNF823"
"325","C9orf135"
"326","APOH"
"327","TDP1"
"328","DHRS7"
"329","C6orf48"
"330","RPL39"
"331","PPIB"
"332","AKR1A1"
"333","PSMB5"
"334","PIGC"
"335","RGS4"
"336","ZKSCAN7"
"337","NDUFV2"
"338","ATP6V0E1"
"339","ZNF181"
"340","GSTP1"
"341","ZNF350"
"342","PSMA3"
"343","INSIG2"
"344","MUC13"
"345","RPL5P18"
"346","SLC17A6"
"347","HEPACAM2"
"348","ZNF808"
"349","UCP2"
"350","MVP"
"351","FXYD5"
"352","SCYL3"
"353","MRPL48"
"354","FAM32A"
"355","FBXO38"
"356","SLC25A5"
"357","VPS25"
"358","ZNF30"
"359","ARRDC2"
"360","RGS16"
"361","RPL35P2"
"362","COX7B"
"363","LINGO2"
"364","PPP1R3C"
"365","MRPL39"
"366","ZNF32"
"367","DNTTIP1"
"368","RPL7A"
"369","NDUFA12"
"370","C16orf80"
"371","ANP32E"
"372","SMAD1"
"373","TSPAN7"
"374","ZNF223"
"375","MARS"
"376","RPS6"
"377","DECR1"
"378","WDR12"
"379","NDRG3"
"380","PHF10"
"381","PRDX3"
"382","BMP5"
"383","TACO1"
"384","TEN1"
"385","PCSK7"
"386","COA3"
"387","ZNF676"
"388","SCD"
"389","ARF6"
"390","SOD1"
"391","IFI35"
"392","C6orf211"
"393","COMMD10"
"394","RPS4XP16"
"395","COMMD3"
"396","MKRN2"
"397","TRIAP1"
"398","ZSCAN9"
"399","LINC00622"
"400","LXN"
"401","ING4"
"402","IDH1"
"403","PLIN2"
"404","CNPY4"
"405","CHAC1"
"406","TMEM176B"
"407","RSPH1"
"408","ALG6"
"409","ESD"
"410","HARS2"
"411","SIX3-AS1"
"412","DDX47"
"413","MTX2"
"414","LOC100131471"
"415","ATP5C1"
"416","PAK1IP1"
"417","PSMB3"
"418","LOC100289361"
"419","RPL37A"
"420","IGFBP5"
"421","NFKBIA"
"422","LNP1"
"423","CD9"
"424","OXSM"
"425","HIST1H2BC"
"426","ZNF429"
"427","ZNF136"
"428","TIMM23"
"429","PDHB"
"430","TMED4"
"431","RPL8"
"432","ARL6IP1"
"433","STRADB"
"434","TAF9P3"
"435","PPP2R5D"
"436","GABARAPL2"
"437","TEFM"
"438","NPRL2"
"439","CSNK1A1"
"440","C12orf76"
"441","FAM24B"
"442","S100A11"
"443","ALDOC"
"444","PCMT1"
"445","SNURF"
"446","QPCT"
"447","CA13"
"448","ZNF596"
"449","DCTN6"
"450","SLMO2"
"451","IFT46"
"452","BROX"
"453","PCSK1"
"454","CGRRF1"
"455","CLEC4A"
"456","MSRB1"
"457","MPP1"
"458","NDUFB5"
"459","LDHAP4"
"460","TMEM216"
"461","RPL31P12"
"462","CERKL"
"463","PSMB6"
"464","UBA3"
"465","HLA-A"
"466","TMEM27"
"467","TMEM126B"
"468","MRPS22"
"469","EMC4"
"470","POP5"
"471","ZSCAN16"
"472","ACAT1"
"473","ZNF155"
"474","C8orf47"
"475","C11orf73"
"476","ADSL"
"477","DAD1"
"478","CNEP1R1"
"479","TMEM42"
"480","MGAT4C"
"481","EIF3H"
"482","POLR2C"
"483","ZNF669"
"484","CFC1"
"485","PEMT"
"486","SLC35A4"
"487","TVP23B"
"488","TIMP1"
"489","TRMT2B"
"490","DYNLT3"
"491","MIR29C"
"492","SET"
"493","DNAJA1"
"494","GAS2"
"495","NMRK1"
"496","TMEM106C"
"497","PRKCD"
"498","MS4A8"
"499","COX6A1"
"500","SRM"
