"","x"
"167","ACTA2"
"168","ANPEP"
"169","TGM2"
"170","PRDM1"
"171","MT1H"
"172","MT1M"
"173","ERCC-58.59375:mix1-58.59375:mix2"
"174","APCS"
"175","PMAIP1"
"176","CAV1"
"177","ERCC-937.5:mix1-937.5:mix2"
"178","FGF19"
"179","GPX3"
"180","UBD"
"181","ATP1A1"
"182","HLA-DRA"
"183","NFKBIA"
"184","DEFB1"
"185","COL6A1"
"186","INSR"
"187","SLC3A1"
"188","SERPINA5"
"189","COL4A1"
"190","AKR1B10"
"191","SOD2"
"192","ALDH1A3"
"193","UCA1"
"194","TINAGL1"
"195","MT1X"
"196","CPE"
"197","KRT18"
"198","GPNMB"
"199","MUC6"
"200","RGS2"
"201","PCSK2"
"202","CLDN4"
"203","SLPI"
"204","PLAU"
"205","PODXL"
"206","FMOD"
"207","COL4A2"
"208","SERINC2"
"209","CPA4"
"210","CHI3L1"
"211","ACTA1"
"212","GUCA2B"
"213","CYR61"
"214","COL15A1"
"215","GC"
"216","HSPA5"
"217","ZFP36L1"
"218","SQSTM1"
"219","CXCL3"
"220","SNAI2"
"221","ANXA2"
"222","TPM1"
"223","MUC1"
"224","NPTX2"
"225","MGP"
"226","KRT23"
"227","GPX2"
"228","TMSB4X"
"229","ICAM1"
"230","PEG10"
"231","CTSK"
"232","MT1E"
"233","CDKN1A"
"234","MT1F"
"235","RCAN1"
"236","VGF"
"237","SDC4"
"238","IFITM1"
"239","IL32"
"240","UPP1"
"241","CLDN1"
"242","HSPA1B"
"243","EGR2"
"244","S100A11"
"245","IGFBP2"
"246","AKR1C3"
"247","PTPRN"
"248","EGR1"
"249","TNC"
"250","LGALS2"
"251","LDHA"
"252","PDLIM3"
"253","CTSH"
"254","HADH"
"255","GATM"
"256","CXCL2"
"257","ATF3"
"258","RGS4"
"259","TM4SF1"
"260","PMEPA1"
"261","VCAN"
"262","ABCC8"
"263","SLC30A8"
"264","ADM"
"265","CLDN10"
"266","TNFAIP6"
"267","CYGB"
"268","AQP3"
"269","GSTA2"
"270","DHRS3"
"271","UGT2B15"
"272","CALCB"
"273","GSTA1"
"274","SCGN"
"275","MCAM"
"276","RASD1"
"277","ENPP2"
"278","CALD1"
"279","AEBP1"
"280","S100A10"
"281","CA4"
"282","PPP1CB"
"283","RARRES2"
"284","COL5A1"
"285","NR4A1"
"286","DDIT4"
"287","VIM"
"288","MAP1B"
"289","MUC3A"
"290","LTB"
"291","CXCL17"
"292","MAFB"
"293","DKK3"
"294","TXNIP"
"295","PEMT"
"296","HLA-B"
"297","TNFAIP2"
"298","CRH"
"299","AKR1C1"
"300","LGALS4"
"301","FGF23"
"302","H19"
"303","SLC4A4"
"304","CALM2"
"305","UACA"
"306","PXDN"
"307","SERPINF1"
"308","PLCE1"
"309","ID1"
"310","HTRA1"
"311","WFDC2"
"312","GSN"
"313","ELF3"
"314","HMGCS2"
"315","CYP1B1"
"316","ID3"
"317","DDIT3"
"318","C1S"
"319","MXRA8"
"320","DUSP1"
"321","FAM159B"
"322","RND3"
"323","ERCC-3750:mix1-5625:mix2"
"324","ENO1"
"325","PRSS8"
"326","GSTP1"
"327","SYCN"
"328","PCSK1"
"329","HCP5"
"330","PFKFB2"
"331","PRG4"
"332","PAM"
"333","HSD17B2"
"334","F2R"
"335","IFITM3"
"336","MT1A"
"337","CTSE"
"338","AGR2"
"339","MUC13"
"340","ERCC-1875:mix1-468.75:mix2"
"341","PSAP"
"342","CCNB1"
"343","AKR1C2"
"344","CRISPLD2"
"345","RIN2"
"346","LTBP1"
"347","PTTG1"
"348","HIF1A"
"349","PLXDC1"
"350","LIF"
"351","ANTXR1"
"352","CARD16"
"353","ANXA2P2"
"354","PAMR1"
"355","PDZK1IP1"
"356","LAMA4"
"357","H3F3B"
"358","COL18A1"
"359","SGK1"
"360","CCND1"
"361","IER3"
"362","ALDOA"
"363","FOS"
"364","HSP90AA1"
"365","SLC40A1"
"366","TNFRSF12A"
"367","GREM1"
"368","GAL"
"369","ANXA3"
"370","DLL4"
"371","CD59"
"372","ERO1LB"
"373","LAMB3"
"374","LINC01099"
"375","MGST1"
"376","GPRC5A"
"377","C11orf96"
"378","TSPAN1"
"379","LAMC2"
"380","LDHB"
"381","ITGA5"
"382","C4BPA"
"383","KLHL41"
"384","GAPDH"
"385","KCNJ13"
"386","XBP1"
"387","LECT1"
"388","PTEN"
"389","LEPR"
"390","SULF1"
"391","ASAH1"
"392","CLIC4"
"393","HEYL"
"394","EDN3"
"395","TMEM176B"
"396","TUBA1A"
"397","G0S2"
"398","CD9"
"399","SCG3"
"400","CFI"
"401","MEG3"
"402","BIRC3"
"403","PPAP2B"
"404","AXL"
"405","SRSF6"
"406","MYL12A"
"407","CTNNB1"
"408","GPRC5B"
"409","KLF6"
"410","FSTL1"
"411","SPINT2"
"412","GEM"
"413","ID2"
"414","TAAR5"
"415","NUPR1"
"416","RARRES1"
"417","TMEM170B"
"418","AKAP12"
"419","NFIB"
"420","TXNRD1"
"421","FLNA"
"422","PDIA2"
"423","NUSAP1"
"424","A2M"
"425","PGF"
"426","TNFSF10"
"427","SFRP5"
"428","CALU"
"429","HLA-A"
"430","HEPACAM2"
"431","HILPDA"
"432","HLA-E"
"433","FSTL3"
"434","NOTCH3"
"435","STOM"
"436","CNN3"
"437","ACVRL1"
"438","LGALS3"
"439","RHOC"
"440","DLG2"
"441","ERP27"
"442","MYL12B"
"443","CTSB"
"444","C6orf62"
"445","NNMT"
"446","JUP"
"447","TSPYL1"
"448","SYT8"
"449","TM4SF18"
"450","TAGLN2"
"451","VTCN1"
"452","CDCA8"
"453","TGFB3"
"454","RAMP1"
"455","ERCC-3750:mix1-3750:mix2"
"456","GLS"
"457","PAX6"
"458","FXYD5"
"459","HERPUD1"
"460","COL5A2"
"461","HNRNPH1"
"462","JUNB"
"463","CDKL1"
"464","CRABP2"
"465","C1QL1"
"466","MUC20"
"467","SLC7A8"
"468","NDUFA4L2"
"469","PCOLCE"
"470","CD320"
"471","UCHL1"
"472","MFGE8"
"473","EEF2"
"474","SIX3"
"475","SPTBN1"
"476","HSPA8"
"477","ARRDC3"
"478","SH3BGRL3"
"479","LOC100506281"
"480","HLA-C"
"481","RAB31"
"482","PRSS23"
"483","GCNT3"
"484","FAP"
"485","ITGA1"
"486","RGS16"
"487","CDC42EP1"
"488","PRDX1"
"489","SLC22A17"
"490","ERCC-3750:mix1-7500:mix2"
"491","PCP4"
"492","GNG11"
"493","CALB1"
"494","KLF10"
"495","RBP1"
"496","ASPH"
"497","SCGB2A1"
"498","LRRC8C"
"499","HLA-DRB1"
"500","SURF4"
