"","x"
"327","ID2"
"328","TMEM47"
"329","CABP7"
"330","APOBEC2"
"331","CXXC4"
"332","SCGB2A1"
"333","HIGD1A"
"334","STMN2"
"335","NID1"
"336","COL5A2"
"337","COL6A3"
"338","COL3A1"
"339","SFRP2"
"340","THBS2"
"341","COL1A2"
"342","PCOLCE"
"343","COL15A1"
"344","COL5A1"
"345","BGN"
"346","LUM"
"347","CYGB"
"348","COL6A2"
"349","CRISPLD2"
"350","SRPX2"
"351","F2R"
"352","TPM2"
"353","CTSK"
"354","MXRA8"
"355","MMP2"
"356","VCAN"
"357","AXL"
"358","PLAT"
"359","PMP22"
"360","SNAI2"
"361","LTBP2"
"362","COL1A1"
"363","MFGE8"
"364","TNFAIP6"
"365","ECM1"
"366","SMIM3"
"367","AEBP1"
"368","C11orf96"
"369","RAB34"
"370","CYBRD1"
"371","NID2"
"372","WNT5A"
"373","PLXDC1"
"374","COL4A1"
"375","LOXL2"
"376","FBN1"
"377","DDR2"
"378","FMOD"
"379","PRKCDBP"
