"","x"
"262","COL4A1"
"263","EFNA1"
"264","TM4SF18"
"265","LGALS1"
"266","ACVRL1"
"267","MMP1"
"268","PNP"
"269","IFITM2"
"270","HLA-E"
"271","STC1"
"272","LXN"
"273","HTRA1"
"274","ETS1"
"275","NEDD9"
"276","CARD16"
"277","ITM2A"
"278","EHD4"
"279","ANGPTL2"
"280","TIMP3"
"281","SHANK3"
"282","SERPINB9"
"283","CALU"
"284","UPP1"
"285","TSPAN12"
"286","BST2"
"287","NQO1"
"288","PXDN"
"289","PPY"
"290","PPY2"
"291","MEIS2"
"292","THSD7A"
"293","SLITRK6"
"294","ETV1"
"295","SERTM1"
"296","ABCC9"
"297","SLC6A4"
"298","STMN2"
"299","FXYD2"
"300","SCGB2A1"
"301","PAM"
"302","PRKACB"
"303","PCDH10"
"304","SEMA3E"
"305","PAX6"
"306","ID2"
"307","FGFR1"
"308","PXK"
"309","SLC6A17"
"310","GRAMD1B"
"311","CNTNAP5"
"312","TMEM47"
"313","CHN2"
"314","CARD11"
"315","INPP5F"
"316","CHRM3"
"317","PCLO"
"318","CXXC4"
"319","NPW"
"320","AKAP12"
"321","KCNJ8"
"322","SPOCK1"
"323","PEG10"
"324","EMC10"
"325","CAMK2N1"
"326","TUBB2A"
"327","ENTPD2"
"328","ID4"
"329","BGN"
"330","CALD1"
"331","COL3A1"
"332","COL1A2"
"333","COL5A1"
"334","NID1"
"335","COL1A1"
"336","TNFAIP6"
"337","COL15A1"
"338","SERPINH1"
"339","COL6A2"
"340","MFGE8"
"341","CYGB"
"342","COL5A2"
"343","COL6A3"
"344","MSC"
"345","FN1"
"346","LUM"
"347","CTSK"
"348","COL6A1"
"349","PTRF"
"350","WNT5A"
"351","SFRP2"
"352","PRKCDBP"
"353","PLAT"
"354","SRPX2"
"355","COL4A2"
"356","THBS2"
"357","TPM2"
"358","NOTCH3"
"359","F2R"
"360","CRISPLD2"
"361","IGFBP4"
"362","MYL9"
"363","FSTL1"
"364","GPNMB"
"365","RAB31"
"366","PMP22"
"367","SNAI2"
