"","x"
"163","LOC100507554"
"164","ZNF813"
"165","DOLPP1"
"166","DLEU2L"
"167","SOX4"
"168","TMEM106A"
"169","LCN2"
"170","LOC101929357"
"171","NUDT6"
"172","FAM226B"
"173","APOBEC2"
"174","LOC101926898"
"175","PRKX"
"176","FLJ36777"
"177","ARHGEF16"
"178","ZMYND12"
"179","ZFP112"
"180","NHEJ1"
"181","CCL2"
"182","STK10"
"183","LOC100420981"
"184","PCDHB3"
"185","ZNF202"
"186","ZNF155"
"187","MLF1IP"
"188","PTPRH"
"189","ANKRD20A13P"
"190","LRRC37A6P"
"191","ZNF669"
"192","ZSCAN16"
"193","ZBTB47"
"194","LOC101927705"
"195","ZNF573"
"196","SPNS1"
"197","PHF16"
"198","ZC3HC1"
"199","BYSL"
"200","CPM"
"201","HTRA1"
"202","SGK1"
"203","SLC6A8"
"204","SLC38A1"
"205","ZNF563"
"206","CD58"
"207","SUMO1P4"
"208","PLEKHH1"
"209","SYTL4"
"210","LOC441488"
"211","ACADS"
"212","FAM41C"
"213","HMGN1P3"
"214","SIX3-AS1"
"215","LOC101928963"
"216","THNSL2"
"217","MGST1"
"218","ZNF823"
"219","RPL21P15"
"220","LINC00854"
"221","SIGMAR1"
"222","C1orf74"
"223","ZNF138"
"224","CDKN2B"
"225","ZNF619"
"226","PTCD2"
"227","MORF4L1P2"
"228","HAAO"
"229","WTH3DI"
"230","ZNF143"
"231","ASB9"
"232","LOC100421771"
"233","LOC101929293"
"234","AKR1C1"
"235","KRT19"
"236","SLC25A34"
"237","LINC00312"
"238","RNR1"
"239","AKR1C3"
"240","CLEC4A"
"241","C10orf10"
"242","LOC101928295"
"243","OAS1"
"244","CDK3"
"245","SERPINA3"
"246","PCDHB10"
"247","ACSL6"
"248","LOC101927481"
"249","GDF15"
"250","IFIT3"
"251","FAM24B"
"252","C4orf32"
"253","GHRLOS"
"254","ZNF594"
"255","PEX12"
"256","SFTPA1"
"257","ZNF98"
"258","ZFP82"
"259","ZNF589"
"260","LOC100652752"
"261","TMSB4X"
"262","LOC100288628"
"263","LOC101929475"
"264","KPTN"
"265","RPL34P6"
"266","B3GNT2"
"267","ST3GAL6-AS1"
"268","LEAP2"
"269","MIIP"
"270","LOC100506343"
"271","YOD1"
"272","CSNK2A2"
"273","AVIL"
"274","HHAT"
"275","RPL5P18"
"276","FAM223B"
"277","PIK3CD"
"278","LOC101927902"
"279","MKRN2"
"280","COL4A3"
"281","NAT8L"
"282","METTL18"
"283","LOC101927244"
"284","HARS2"
"285","MREG"
"286","ZNF808"
"287","ZNF57"
"288","TRAM1L1"
"289","C9orf69"
"290","RND3"
"291","JMJD7-PLA2G4B"
"292","PRSS1"
"293","LOC101060177"
"294","LOC100861430"
"295","EXO5"
"296","CPT1B"
"297","TACSTD2"
"298","PGBD2"
"299","TTC21A"
"300","PCSK7"
"301","LOC100130557"
"302","CNPY4"
"303","G6PC2"
"304","PPP1R3C"
"305","LDHAP4"
"306","FKBP1B"
"307","HTR5BP"
"308","PFKFB3"
"309","UBXN8"
"310","SLC31A2"
"311","MSRA"
"312","DPH2"
"313","LOC101929066"
"314","MYOF"
"315","PRKCD"
"316","SPAG6"
"317","RPS3AP18"
"318","FZD4"
"319","DOCK11"
"320","DNASE1"
"321","APOL4"
"322","GRIK5"
"323","NKAPL"
"324","LOC100289361"
"325","AGT"
"326","SMPD2"
"327","LOC101929225"
"328","S100B"
"329","ZSCAN12"
"330","SPA17"
"331","RPL23AP45"
"332","ELF2P4"
"333","CAPN13"
"334","HINFP"
"335","EEF1A1P30"
"336","SLC17A6"
"337","ZNF778"
"338","GEMIN6"
"339","ZNF598"
"340","SPRED1"
"341","RPL35P2"
"342","ST3GAL4-AS1"
"343","ZNF627"
"344","C3"
"345","LOC442603"
"346","BAMBI"
"347","PRKCZ"
"348","TEN1"
"349","RPL13AP26"
"350","LOC100129781"
"351","PFKFB2"
"352","PET112"
"353","LMF1"
"354","METTL1"
"355","ZNF134"
"356","C22orf42"
"357","ZC4H2"
"358","ID3"
"359","ZNF850"
"360","LOC644554"
"361","LOC440917"
"362","PIGQ"
"363","NBEAP6"
"364","LOC101927849"
"365","DGUOK-AS1"
"366","PFKFB4"
"367","ASAP2"
"368","LOC100506634"
"369","ACAD9"
"370","TBC1D16"
"371","NUDT16P1"
"372","VWA3A"
"373","LRRC14"
"374","HIST1H2BK"
"375","DUS2"
"376","PLA2G1B"
"377","ZNF492"
"378","LOC100419798"
"379","DNAH1"
"380","TADA1"
"381","FXYD2"
"382","DNTTIP1"
"383","ZNF630"
"384","SLC16A2"
"385","RORB"
"386","ESRP2"
"387","TFPI"
"388","BCDIN3D-AS1"
"389","TMEM117"
"390","LOC101927458"
"391","GOLGA6L3"
"392","FAM86HP"
"393","LINC00189"
"394","PRMT6"
"395","RPL5P24"
"396","LOC100507387"
"397","C12orf52"
"398","TTC30B"
"399","TRPM6"
"400","LIPC"
"401","ZNF136"
"402","EMILIN3"
"403","RBMS1"
"404","REL"
"405","LOC101929254"
"406","ZNF600"
"407","LXN"
"408","LOC100420587"
"409","MRS2P2"
"410","SAMD3"
"411","LOC101928053"
"412","SLC25A5-AS1"
"413","CD9"
"414","ING4"
"415","CYP1B1-AS1"
"416","AGPAT4"
"417","COL1A1"
"418","CHAC1"
"419","ZNF687"
"420","GLB1L2"
"421","LOC101927102"
"422","LOC101059997"
"423","SLC18B1"
"424","TPTEP1"
"425","RBM11"
"426","ZNF718"
"427","C17orf70"
"428","SHMT1"
"429","ATXN8OS"
"430","LCMT2"
"431","LINC01010"
"432","ZNF860"
"433","CREB5"
"434","SMYD4"
"435","CDR2"
"436","PON3"
"437","LOC100129358"
"438","LOC101060498"
"439","LOC100507367"
"440","FRK"
"441","TACO1"
"442","IDSP1"
"443","EID3"
"444","ZNF571"
"445","LOC101929224"
"446","PSD4"
"447","LOC101927938"
"448","LOC100419579"
"449","CARM1P1"
"450","LOC728477"
"451","DGKA"
"452","ARID3B"
"453","IGFLR1"
"454","ZNF470"
"455","TTC7A"
"456","OLFM4"
"457","LOC100131257"
"458","ZNF649"
"459","TMEM56-RWDD3"
"460","AOX2P"
"461","ANXA3"
"462","LOC101928290"
"463","GCSHP3"
"464","ZNF624"
"465","LOC100131859"
"466","SSPN"
"467","MCM8"
"468","SGIP1"
"469","WDR24"
"470","DENND5B-AS1"
"471","LOC101101776"
"472","PRKAR2B"
"473","LOC101928950"
"474","ZNF345"
"475","FAM69A"
"476","HEBP1"
"477","INSIG2"
"478","ZNF354A"
"479","IFI30"
"480","LINC00294"
"481","POLL"
"482","LOC148413"
"483","ZNF502"
"484","PRR15L"
"485","LOC101929505"
"486","ZNF415"
"487","LOC101928838"
"488","SLC25A15"
"489","CASKIN2"
"490","TRNS1"
"491","TGIF2P1"
"492","LOC101926925"
"493","MTRNR2L1"
"494","DGKB"
"495","ZNF607"
"496","ANO6"
"497","HRSP12"
"498","DNM1P46"
"499","LOC101927766"
"500","LOC101927674"
