"","x"
"121","MT1G"
"122","C11orf96"
"123","PPAP2B"
"124","WNT5A"
"125","TNFAIP2"
"126","PLCE1"
"127","NPTX2"
"128","TFPI2"
"129","AKR1C1"
"130","KRT7"
"131","PMEPA1"
"132","HLA-DRA"
"133","CHI3L1"
"134","LIF"
"135","MS4A7"
"136","ANXA4"
"137","TACSTD2"
"138","HSPA1A"
"139","MT2A"
"140","THBS2"
"141","SLC7A11"
"142","CDKN1C"
"143","C3"
"144","SERPINI2"
"145","UBD"
"146","SNAI2"
"147","SLC4A4"
"148","FGG"
"149","FGL1"
"150","SGK1"
"151","VIM"
"152","LGALS1"
"153","CTSS"
"154","LAMA4"
"155","MCAM"
"156","PDGFB"
"157","EMP1"
"158","RGS2"
"159","SERPINH1"
"160","RSAD2"
"161","THBD"
"162","PASK"
"163","GPNMB"
"164","LOXL2"
"165","DCN"
"166","KRT18"
"167","PAPPA"
"168","AGT"
"169","SOX4"
"170","DEFB1"
"171","CELA2B"
"172","LTBP2"
"173","CD44"
"174","SOD2"
"175","PCSK1"
"176","LCN2"
"177","APCDD1"
"178","CA12"
"179","PEG10"
"180","BCAT1"
"181","MICAL2"
"182","PLAT"
"183","HLA-DRB1"
"184","HLA-DMB"
"185","CYR61"
"186","PLAU"
"187","SERPINA5"
"188","ARHGDIB"
"189","LTB"
"190","BIRC3"
"191","ANPEP"
"192","KLHL41"
"193","CPA4"
"194","S100A6"
"195","AKR1C3"
"196","HLA-DQB1"
"197","KRT23"
"198","HSD17B2"
"199","PRDM1"
"200","LGALS2"
"201","MGST1"
"202","KLK1"
"203","AMY2B"
"204","ID1"
"205","CLDN1"
"206","ITGA5"
"207","ITGA1"
"208","CXCL17"
"209","MUC1"
"210","UACA"
"211","SDC4"
"212","NID1"
"213","TNFRSF11B"
"214","SRXN1"
"215","SMAD6"
"216","LOXL4"
"217","CRISPLD2"
"218","SAT1"
"219","ANXA1"
"220","FRZB"
"221","FGB"
"222","SULF1"
"223","CTSD"
"224","C6orf222"
"225","COL12A1"
"226","PDK4"
"227","IFITM3"
"228","SERPING1"
"229","TM4SF1"
"230","ADAMTS9"
"231","PDLIM3"
"232","IGFBP7"
"233","ANGPT2"
"234","MMP11"
"235","MAFA"
"236","FMOD"
"237","HEYL"
"238","CD36"
"239","NRP2"
"240","DNAJB1"
"241","LAMC2"
"242","CDKN1A"
"243","NPY"
"244","BDKRB2"
"245","FSTL1"
"246","KRT8"
"247","CAV1"
"248","HLA-DPA1"
"249","ID3"
"250","NFKBIA"
"251","NOTCH3"
"252","TNFAIP6"
"253","THY1"
"254","ANXA2"
"255","ARRDC4"
"256","ADM"
"257","A2M"
"258","MXRA5"
"259","GATM"
"260","PLXDC1"
"261","ZFP36L1"
"262","UNC5B"
"263","NREP"
"264","FAM159B"
"265","CTSE"
"266","C5AR1"
"267","NQO1"
"268","TCF4"
"269","HSPA1B"
"270","BCYRN1"
"271","UCA1"
"272","C15orf48"
"273","CREB5"
"274","SLPI"
"275","VTCN1"
"276","ACTA2"
"277","PTGR1"
"278","EDNRA"
"279","FAM198B"
"280","ADAMTS1"
"281","VGF"
"282","VCAM1"
"283","KANK4"
"284","SST"
"285","FSCN1"
"286","FILIP1L"
"287","SCARA3"
"288","KCNE4"
"289","ITGA2"
"290","PCDH7"
"291","MUC13"
"292","MYLK"
"293","CD24"
"294","CALCB"
"295","IFITM2"
"296","HMOX1"
"297","AHNAK"
"298","MRC2"
"299","SNAI1"
"300","ID2"
"301","AMBP"
"302","GPX2"
"303","EDN1"
"304","TGM2"
"305","IL32"
"306","SFRP5"
"307","FABP5"
"308","IER3"
"309","LEPR"
"310","FAM84A"
"311","PMP22"
"312","CRYBA2"
"313","TBX3"
"314","STOM"
"315","LIPA"
"316","PDZK1IP1"
"317","S1PR3"
"318","CXCL12"
"319","HSPB1"
"320","TMC5"
"321","MUC20"
"322","PLIN2"
"323","FBN1"
"324","CDH11"
"325","HTRA3"
"326","MEG3"
"327","CAV2"
"328","C1S"
"329","ITGB8"
"330","CTHRC1"
"331","FLRT2"
"332","AEBP1"
"333","TTN"
"334","SERPINF1"
"335","TPPP3"
"336","LAMB3"
"337","COL18A1"
"338","HES1"
"339","C10orf10"
"340","SERTM1"
"341","RGS4"
"342","SLC18A2"
"343","CTSH"
"344","LTBP1"
"345","RCAN1"
"346","ETS1"
"347","PHLDA1"
"348","RAC2"
"349","KRT80"
"350","CTSL1"
"351","GCNT3"
"352","DDIT3"
"353","LGALS9"
"354","ADCYAP1"
"355","G0S2"
"356","LITAF"
"357","AOX1"
"358","JAG1"
"359","NRP1"
"360","KLF9"
"361","TMEM97"
"362","TGFB3"
"363","TXNIP"
"364","FKBP9L"
"365","ADAMTS4"
"366","ARL4C"
"367","HADH"
"368","G6PC2"
"369","CLDN10"
"370","PDX1"
"371","TPM1"
"372","GJA1"
"373","CD9"
"374","SIX3"
"375","EDN3"
"376","IGFBP3"
"377","PAG1"
"378","GC"
"379","PRRX1"
"380","AKAP12"
"381","HSPH1"
"382","CTSC"
"383","LOC100505495"
"384","STEAP4"
"385","DAB2"
"386","CCDC80"
"387","PFKFB2"
"388","FGF2"
"389","SPON1"
"390","GNG11"
"391","ANXA3"
"392","EGR2"
"393","PRSS23"
"394","MT1E"
"395","IFIT3"
"396","TGFB2"
"397","SPRY4"
"398","HABP2"
"399","ACE"
"400","TINAGL1"
"401","TGFBR3"
"402","LAMA2"
"403","GFPT2"
"404","CTSB"
"405","KLF6"
"406","LHFP"
"407","VNN1"
"408","SPOCK1"
"409","ERP27"
"410","THSD7A"
"411","DUSP6"
"412","ADAMTS2"
"413","ENC1"
"414","ANGPTL4"
"415","ATP10B"
"416","CPVL"
"417","AKAP7"
"418","BMP8A"
"419","HHEX"
"420","S100A10"
"421","TUBB3"
"422","SCNN1A"
"423","GEM"
"424","HEG1"
"425","PSAT1"
"426","ETV1"
"427","HEY1"
"428","C8orf4"
"429","ANXA2P2"
"430","TMSB4X"
"431","TP53I11"
"432","SEL1L3"
"433","BACE2"
"434","GADD45B"
"435","BAAT"
"436","NAMPT"
"437","HSPB8"
"438","ANGPTL2"
"439","ATF3"
"440","FAM43A"
"441","CYBRD1"
"442","ALDH3A2"
"443","F2R"
"444","AXL"
"445","SOCS3"
"446","DUSP4"
"447","SCD5"
"448","C2CD4A"
"449","HLA-DPB1"
"450","CTRL"
"451","SLC3A1"
"452","BCHE"
"453","KCNG1"
"454","ARHGAP31"
"455","TM4SF4"
"456","EPAS1"
"457","ICAM1"
"458","TMEM158"
"459","PSG4"
"460","TPM2"
"461","CYP3A5"
"462","CDH6"
"463","CA2"
"464","MSN"
"465","WDR72"
"466","PNP"
"467","SYT13"
"468","LAD1"
"469","LAMB1"
"470","GABRG2"
"471","CEACAM5"
"472","SEMA6A"
"473","CCND1"
"474","HSPA5"
"475","PIEZO2"
"476","ABCC3"
"477","ITGA6"
"478","RAB31"
"479","KCTD12"
"480","PTF1A"
"481","FAP"
"482","TPM4"
"483","LGALS3"
"484","S100A11"
"485","CD68"
"486","GPRC5A"
"487","PRC1"
"488","LPAR6"
"489","F3"
"490","HBEGF"
"491","TNFSF10"
"492","FTL"
"493","CASR"
"494","WFDC2"
"495","PTAFR"
"496","NFIB"
"497","IL18"
"498","TXNRD1"
"499","CD84"
"500","HCLS1"
